"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","648","colourLaunchPromptTest()","","Thu Jan 15 14:29:18 UTC 2026","passed","Thu Jan 15 14:29:19 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchPromptTest"
"","932","textIframeIsDisplayedTest()","","Thu Jan 15 14:29:23 UTC 2026","passed","Thu Jan 15 14:29:24 UTC 2026","","ui.IframesPageTests","ui.IframesPageTests","textIframeIsDisplayedTest"
"XPath Locators","498","XPath: Normalize-space","","Thu Jan 15 14:29:46 UTC 2026","passed","Thu Jan 15 14:29:47 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathNormalizeSpaceLocator"
"XPath Locators","518","XPath: Any Parent","","Thu Jan 15 14:29:41 UTC 2026","passed","Thu Jan 15 14:29:41 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathParentOrSelfLocator"
"XPath Locators","564","XPath: Index (Nth element with smth)","","Thu Jan 15 14:29:49 UTC 2026","passed","Thu Jan 15 14:29:49 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexNthElementLocator"
"CSS Locators","575","CSS Locators: Class name","","Thu Jan 15 14:29:34 UTC 2026","passed","Thu Jan 15 14:29:34 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssClassNameLocator"
"","460","Количество страниц","","Thu Jan 15 14:29:52 UTC 2026","passed","Thu Jan 15 14:29:53 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","numberOfPagesTest"
"","692","Получение данных элемента","","Thu Jan 15 14:29:25 UTC 2026","passed","Thu Jan 15 14:29:26 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","getInfoTest"
"","2969","Работа с мышью","","Thu Jan 15 14:29:08 UTC 2026","passed","Thu Jan 15 14:29:11 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseClickTests"
"Base Locators","536","Base Locators: Class name","","Thu Jan 15 14:29:47 UTC 2026","passed","Thu Jan 15 14:29:48 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseClassNameLocator"
"","921","Отправка формы (SubmitButton)","","Thu Jan 15 14:29:27 UTC 2026","passed","Thu Jan 15 14:29:27 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","submitWebFormWitTextTest"
"XPath Locators","505","XPath: Index (last element)","","Thu Jan 15 14:29:42 UTC 2026","passed","Thu Jan 15 14:29:43 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexLastElementLocator"
"","783","Скролл страницы","","Thu Jan 15 14:29:12 UTC 2026","passed","Thu Jan 15 14:29:13 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPILongPageTest"
"","697","Получение последней страницы перед Next","","Thu Jan 15 14:29:50 UTC 2026","passed","Thu Jan 15 14:29:51 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","lastNumberBeforeTest"
"","617","dismissLaunchConfirmTest()","","Thu Jan 15 14:29:16 UTC 2026","passed","Thu Jan 15 14:29:16 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","dismissLaunchConfirmTest"
"XPath Locators","504","XPath: Text","","Thu Jan 15 14:29:42 UTC 2026","passed","Thu Jan 15 14:29:42 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathTextLocator"
"CSS Locators","566","CSS Locators: Class + Class","","Thu Jan 15 14:29:48 UTC 2026","passed","Thu Jan 15 14:29:48 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssClassAndClassLocator"
"","609","colourLaunchModalTest()","","Thu Jan 15 14:29:17 UTC 2026","passed","Thu Jan 15 14:29:17 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchModalTest"
"","1099","Работа с наведением мыши","","Thu Jan 15 14:29:13 UTC 2026","passed","Thu Jan 15 14:29:14 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseMoveTest"
"","1698","saveChangesLaunchModalTest()","","Thu Jan 15 14:29:21 UTC 2026","passed","Thu Jan 15 14:29:23 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","saveChangesLaunchModalTest"
"CSS Locators","495","CSS Locators: ID","","Thu Jan 15 14:29:37 UTC 2026","passed","Thu Jan 15 14:29:38 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssIdLocator"
"","1699","closeLaunchModalTest()","","Thu Jan 15 14:29:19 UTC 2026","passed","Thu Jan 15 14:29:20 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","closeLaunchModalTest"
"CSS Locators","524","CSS Locators: Exact Match","","Thu Jan 15 14:29:32 UTC 2026","passed","Thu Jan 15 14:29:32 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssExactMatchLocator"
"","1389","Пагинация","","Thu Jan 15 14:29:51 UTC 2026","passed","Thu Jan 15 14:29:52 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","secondPagePaginationTests"
"","945","Перетаскивание элемента","","Thu Jan 15 14:29:11 UTC 2026","passed","Thu Jan 15 14:29:12 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIDragAndDropTest"
"XPath Locators","528","XPath: Descendant-or-self","","Thu Jan 15 14:29:31 UTC 2026","passed","Thu Jan 15 14:29:31 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathDescendantOrSelfLocator"
"CSS Locators","530","CSS Locators: Tag + Attribute","","Thu Jan 15 14:29:38 UTC 2026","passed","Thu Jan 15 14:29:38 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndAttributeLocator"
"XPath Locators","496","XPath: Index (first element)","","Thu Jan 15 14:29:44 UTC 2026","passed","Thu Jan 15 14:29:45 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexFirstElementLocator"
"XPath Locators","530","XPath: Parent","","Thu Jan 15 14:29:34 UTC 2026","passed","Thu Jan 15 14:29:35 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathParentLocator"
"Base Locators","510","Base Locators: Name","","Thu Jan 15 14:29:33 UTC 2026","passed","Thu Jan 15 14:29:33 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseNameLocator"
"CSS Locators","513","CSS Locators: Tag + Class","","Thu Jan 15 14:29:46 UTC 2026","passed","Thu Jan 15 14:29:46 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndClassLocator"
"","564","(Введение текста в поле Text input(SendKeys)","","Thu Jan 15 14:29:29 UTC 2026","passed","Thu Jan 15 14:29:30 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","textInputTest"
"XPath Locators","516","XPath: Tag","","Thu Jan 15 14:29:36 UTC 2026","passed","Thu Jan 15 14:29:37 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathTagLocator"
"CSS Locators","499","CSS Locators: Tag","","Thu Jan 15 14:29:43 UTC 2026","passed","Thu Jan 15 14:29:44 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagLocator"
"XPath Locators","519","XPath: Descendant","","Thu Jan 15 14:29:37 UTC 2026","passed","Thu Jan 15 14:29:37 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathDescendantLocator"
"","680","Очищение поля Text input(Clear text)","","Thu Jan 15 14:29:26 UTC 2026","passed","Thu Jan 15 14:29:27 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","clearTextTest"
"","591","acceptLaunchConfirmTest()","","Thu Jan 15 14:29:16 UTC 2026","passed","Thu Jan 15 14:29:17 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","acceptLaunchConfirmTest"
"XPath Locators","509","XPath: Close Parent","","Thu Jan 15 14:29:39 UTC 2026","passed","Thu Jan 15 14:29:39 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathCloseParentLocator"
"","1129","infiniteScrollTest()","","Thu Jan 15 14:29:24 UTC 2026","passed","Thu Jan 15 14:29:25 UTC 2026","","ui.InfiniteScrollTests","ui.InfiniteScrollTests","infiniteScrollTest"
"XPath Locators","543","XPath: Ancestors of the current node","","Thu Jan 15 14:29:41 UTC 2026","passed","Thu Jan 15 14:29:42 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAncestorOfTheCurrentNodeLocator"
"CSS Locators","516","CSS Locators: Prefix","","Thu Jan 15 14:29:40 UTC 2026","passed","Thu Jan 15 14:29:40 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssPrefixLocator"
"Base Locators","568","Base Locators: Tag Name","","Thu Jan 15 14:29:47 UTC 2026","passed","Thu Jan 15 14:29:47 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","tagNameLocator"
"XPath Locators","489","XPath: Attribute","","Thu Jan 15 14:29:38 UTC 2026","passed","Thu Jan 15 14:29:39 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAttributeLocator"
"","597","acceptLaunchPromptTest()","","Thu Jan 15 14:29:17 UTC 2026","passed","Thu Jan 15 14:29:18 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","acceptLaunchPromptTest"
"","598","Отображение главной страницы","","Thu Jan 15 14:29:53 UTC 2026","passed","Thu Jan 15 14:29:54 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","deFaultDisplayTest"
"","554","Загрузка файла","","Thu Jan 15 14:29:29 UTC 2026","broken","Thu Jan 15 14:29:29 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","fileUploadTest"
"Base Locators","511","Base Locators: ID","","Thu Jan 15 14:29:35 UTC 2026","passed","Thu Jan 15 14:29:36 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseIdLocator"
"XPath Locators","514","XPath: Child","","Thu Jan 15 14:29:40 UTC 2026","passed","Thu Jan 15 14:29:41 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathChildLocator"
