"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","546","Отправка формы. Поле текстовое макс длина","","Thu Jan 15 14:51:27 UTC 2026","passed","Thu Jan 15 14:51:28 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaMaxLengthTest"
"XPath Locators","491","XPath: Following-sibling","","Thu Jan 15 14:50:24 UTC 2026","passed","Thu Jan 15 14:50:25 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathFollowingSiblingLocator"
"XPath Locators","497","XPath: Contains Text","","Thu Jan 15 14:50:23 UTC 2026","passed","Thu Jan 15 14:50:24 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathContainsTextLocator"
"CSS Locators","525","CSS Locators: Attribute","","Thu Jan 15 14:50:18 UTC 2026","passed","Thu Jan 15 14:50:19 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssAttributeLocator"
"CSS Locators","518","CSS Locators: Suffix","","Thu Jan 15 14:50:09 UTC 2026","passed","Thu Jan 15 14:50:10 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssSuffixLocator"
"","585","Проверка копирования текста из readonly","","Thu Jan 15 14:51:36 UTC 2026","passed","Thu Jan 15 14:51:37 UTC 2026","","ui.WebFormTests","ui.WebFormTests","copyReadonlyTest"
"","808","Отправка формы. Поле текста со знаками","","Thu Jan 15 14:51:43 UTC 2026","passed","Thu Jan 15 14:51:43 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textInputSignsTest"
"","3183","Работа с мышью","","Thu Jan 15 14:49:46 UTC 2026","passed","Thu Jan 15 14:49:49 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseClickTests"
"","4406","Отправка формы с выбранным значением Example range","","Thu Jan 15 14:51:43 UTC 2026","passed","Thu Jan 15 14:51:48 UTC 2026","","ui.WebFormTests","ui.WebFormTests","exampleRangeTest"
"","1069","textIframeIsDisplayedTest()","","Thu Jan 15 14:50:02 UTC 2026","passed","Thu Jan 15 14:50:03 UTC 2026","","ui.IframesPageTests","ui.IframesPageTests","textIframeIsDisplayedTest"
"CSS Locators","495","CSS Locators: Tag + ID","","Thu Jan 15 14:50:25 UTC 2026","passed","Thu Jan 15 14:50:25 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndIdLocator"
"","1031","Выбор и отмена элемента (select/deselect)","","Thu Jan 15 14:50:07 UTC 2026","passed","Thu Jan 15 14:50:08 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","selectFromListTest"
"","1684","Отправка формы с включенным чек-боксом Checked","","Thu Jan 15 14:51:49 UTC 2026","broken","Thu Jan 15 14:51:50 UTC 2026","","ui.WebFormTests","ui.WebFormTests","checkedIsDisabledTest"
"","813","Отправка формы с пустым полем текста","","Thu Jan 15 14:51:35 UTC 2026","passed","Thu Jan 15 14:51:35 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textInputNullTest"
"","615","colourLaunchModalTest()","","Thu Jan 15 14:49:56 UTC 2026","passed","Thu Jan 15 14:49:57 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchModalTest"
"","1214","cookiesTest()","","Thu Jan 15 14:49:53 UTC 2026","passed","Thu Jan 15 14:49:54 UTC 2026","","ui.CookiesTests","ui.CookiesTests","cookiesTest"
"","577","Невозможность ввести текст/знаки в readonly поле","","Thu Jan 15 14:51:42 UTC 2026","passed","Thu Jan 15 14:51:43 UTC 2026","","ui.WebFormTests","ui.WebFormTests","readonlyInputTest"
"XPath Locators","496","XPath: Attribute","","Thu Jan 15 14:50:17 UTC 2026","passed","Thu Jan 15 14:50:18 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAttributeLocator"
"","3513","Отправка формы. Поле текста 100 предложений","","Thu Jan 15 14:51:37 UTC 2026","passed","Thu Jan 15 14:51:40 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textInput100Test"
"XPath Locators","495","XPath: Ancestors of the current node","","Thu Jan 15 14:50:21 UTC 2026","passed","Thu Jan 15 14:50:21 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAncestorOfTheCurrentNodeLocator"
"XPath Locators","488","XPath: Относительный путь","","Thu Jan 15 14:50:22 UTC 2026","passed","Thu Jan 15 14:50:23 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathLocator"
"CSS Locators","509","CSS Locators: Child","","Thu Jan 15 14:50:12 UTC 2026","passed","Thu Jan 15 14:50:12 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssChildLocator"
"","682","Возврат на главную страницу","","Thu Jan 15 14:50:32 UTC 2026","passed","Thu Jan 15 14:50:32 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","returnToHomePageTest"
"","514","localStorageTest()","","Thu Jan 15 14:51:55 UTC 2026","passed","Thu Jan 15 14:51:55 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","localStorageTest"
"CSS Locators","485","CSS Locators: Name","","Thu Jan 15 14:50:27 UTC 2026","passed","Thu Jan 15 14:50:28 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssNameLocator"
"","622","shadowTest()","","Thu Jan 15 14:50:48 UTC 2026","passed","Thu Jan 15 14:50:49 UTC 2026","","ui.ShadowDOMTest","ui.ShadowDOMTest","shadowTest"
"XPath Locators","506","XPath: Child","","Thu Jan 15 14:50:19 UTC 2026","passed","Thu Jan 15 14:50:20 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathChildLocator"
"","3405","Отправка формы. Поле текстовое со скролом","","Thu Jan 15 14:51:19 UTC 2026","passed","Thu Jan 15 14:51:22 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaTest"
"CSS Locators","511","CSS Locators: Exact Match","","Thu Jan 15 14:50:11 UTC 2026","passed","Thu Jan 15 14:50:12 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssExactMatchLocator"
"","504","Изменение цвета в Color picker","","Thu Jan 15 14:51:51 UTC 2026","passed","Thu Jan 15 14:51:51 UTC 2026","","ui.WebFormTests","ui.WebFormTests","changeColorTest"
"Base Locators","511","Base Locators: Partial Link Text","","Thu Jan 15 14:50:11 UTC 2026","passed","Thu Jan 15 14:50:11 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","partialLinkTextLocator"
"","11261","openAllLinks()","","Thu Jan 15 14:50:33 UTC 2026","passed","Thu Jan 15 14:50:44 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest","openAllLinks"
"","571","dismissLaunchPromptTest()","","Thu Jan 15 14:50:00 UTC 2026","passed","Thu Jan 15 14:50:01 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","dismissLaunchPromptTest"
"","8454","loadingImagesExplicitWaitTest()","","Thu Jan 15 14:51:10 UTC 2026","passed","Thu Jan 15 14:51:19 UTC 2026","","ui.WaitTests","ui.WaitTests","loadingImagesExplicitWaitTest"
"","1050","openWindowsTest()","","Thu Jan 15 14:50:44 UTC 2026","passed","Thu Jan 15 14:50:45 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest","openWindowsTest"
"","556","launchAlertAcceptanceTest()","","Thu Jan 15 14:50:00 UTC 2026","passed","Thu Jan 15 14:50:00 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","launchAlertAcceptanceTest"
"","436","Количество страниц","","Thu Jan 15 14:50:31 UTC 2026","passed","Thu Jan 15 14:50:32 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","numberOfPagesTest"
"","716","Отправка формы с датой","","Thu Jan 15 14:51:35 UTC 2026","passed","Thu Jan 15 14:51:36 UTC 2026","","ui.WebFormTests","ui.WebFormTests","datePickerTest2"
"","718","Очищение поля Text input(Clear text)","","Thu Jan 15 14:50:05 UTC 2026","passed","Thu Jan 15 14:50:06 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","clearTextTest"
"","956","Отправка формы (SubmitButton)","","Thu Jan 15 14:50:06 UTC 2026","passed","Thu Jan 15 14:50:07 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","submitWebFormWitTextTest"
"","8564","loadingImagesFluentWaitTest()","","Thu Jan 15 14:50:53 UTC 2026","passed","Thu Jan 15 14:51:02 UTC 2026","","ui.WaitTests","ui.WaitTests","loadingImagesFluentWaitTest"
"Base Locators","507","Base Locators: ID","","Thu Jan 15 14:50:14 UTC 2026","passed","Thu Jan 15 14:50:15 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseIdLocator"
"XPath Locators","501","XPath: Text","","Thu Jan 15 14:50:21 UTC 2026","passed","Thu Jan 15 14:50:22 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathTextLocator"
"","8464","loadingImagesImplicitWaitTest()","","Thu Jan 15 14:51:02 UTC 2026","passed","Thu Jan 15 14:51:10 UTC 2026","","ui.WaitTests","ui.WaitTests","loadingImagesImplicitWaitTest"
"","586","(Введение текста в поле Text input(SendKeys)","","Thu Jan 15 14:50:09 UTC 2026","passed","Thu Jan 15 14:50:09 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","textInputTest"
"CSS Locators","506","CSS Locators: Prefix","","Thu Jan 15 14:50:19 UTC 2026","passed","Thu Jan 15 14:50:19 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssPrefixLocator"
"","833","Отправка формы с датой","","Thu Jan 15 14:51:40 UTC 2026","passed","Thu Jan 15 14:51:41 UTC 2026","","ui.WebFormTests","ui.WebFormTests","datePickerTest"
"XPath Locators","495","XPath: Normalize-space","","Thu Jan 15 14:50:26 UTC 2026","passed","Thu Jan 15 14:50:26 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathNormalizeSpaceLocator"
"","1230","infiniteScrollTest()","","Thu Jan 15 14:50:03 UTC 2026","passed","Thu Jan 15 14:50:05 UTC 2026","","ui.InfiniteScrollTests","ui.InfiniteScrollTests","infiniteScrollTest"
"","4229","slowCalcWaitTest()","","Thu Jan 15 14:50:49 UTC 2026","passed","Thu Jan 15 14:50:53 UTC 2026","","ui.SlowCalcTest","ui.SlowCalcTest","slowCalcWaitTest"
"","909","openLoginPageTest()","","Thu Jan 15 14:50:47 UTC 2026","passed","Thu Jan 15 14:50:48 UTC 2026","","ui.Selen","ui.Selen","openLoginPageTest"
"CSS Locators","505","CSS Locators: ID","","Thu Jan 15 14:50:16 UTC 2026","passed","Thu Jan 15 14:50:17 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssIdLocator"
"","1686","closeLaunchModalTest()","","Thu Jan 15 14:49:58 UTC 2026","passed","Thu Jan 15 14:50:00 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","closeLaunchModalTest"
"","697","sessionStorageDeleteTest()","","Thu Jan 15 14:51:54 UTC 2026","passed","Thu Jan 15 14:51:55 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","sessionStorageDeleteTest"
"","709","Проверка dropdown (datalist)","","Thu Jan 15 14:51:30 UTC 2026","passed","Thu Jan 15 14:51:31 UTC 2026","","ui.WebFormTests","ui.WebFormTests","dropdownDataListTest"
"","1052","Отправка формы. Поле пароль со знаками и разной высоты текстом","","Thu Jan 15 14:51:29 UTC 2026","passed","Thu Jan 15 14:51:30 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordPasteTest"
"CSS Locators","486","CSS Locators: Tag + Attribute","","Thu Jan 15 14:50:17 UTC 2026","passed","Thu Jan 15 14:50:17 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndAttributeLocator"
"XPath Locators","513","XPath: Not Smth","","Thu Jan 15 14:50:10 UTC 2026","passed","Thu Jan 15 14:50:10 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathNotSmthLocator"
"","526","Загрузка файла","","Thu Jan 15 14:50:08 UTC 2026","broken","Thu Jan 15 14:50:09 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","fileUploadTest"
"","604","dismissLaunchConfirmTest()","","Thu Jan 15 14:49:55 UTC 2026","passed","Thu Jan 15 14:49:55 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","dismissLaunchConfirmTest"
"Base Locators","489","Base Locators: Class name","","Thu Jan 15 14:50:27 UTC 2026","passed","Thu Jan 15 14:50:27 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseClassNameLocator"
"","540","sessionStorageTest()","","Thu Jan 15 14:51:55 UTC 2026","passed","Thu Jan 15 14:51:56 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","sessionStorageTest"
"XPath Locators","512","XPath: Descendant-or-self","","Thu Jan 15 14:50:10 UTC 2026","passed","Thu Jan 15 14:50:11 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathDescendantOrSelfLocator"
"","4039","Проверка скролла текстовой области","","Thu Jan 15 14:51:31 UTC 2026","passed","Thu Jan 15 14:51:35 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaScrollTest"
"","575","localStorageColorTest()","","Thu Jan 15 14:51:54 UTC 2026","passed","Thu Jan 15 14:51:54 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","localStorageColorTest"
"","811","Получение последней страницы перед Next","","Thu Jan 15 14:50:29 UTC 2026","passed","Thu Jan 15 14:50:30 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","lastNumberBeforeTest"
"","853","Скролл страницы","","Thu Jan 15 14:49:51 UTC 2026","passed","Thu Jan 15 14:49:51 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPILongPageTest"
"CSS Locators","493","CSS Locators: Class + Class","","Thu Jan 15 14:50:27 UTC 2026","passed","Thu Jan 15 14:50:27 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssClassAndClassLocator"
"","1479","Пагинация","","Thu Jan 15 14:50:30 UTC 2026","passed","Thu Jan 15 14:50:31 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","secondPagePaginationTests"
"","442","openHomePageTest()","","Thu Jan 15 14:50:47 UTC 2026","passed","Thu Jan 15 14:50:47 UTC 2026","","ui.Selen","ui.Selen","openHomePageTest"
"XPath Locators","521","XPath: Any Parent","","Thu Jan 15 14:50:20 UTC 2026","passed","Thu Jan 15 14:50:21 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathParentOrSelfLocator"
"","759","Получение данных элемента","","Thu Jan 15 14:50:05 UTC 2026","passed","Thu Jan 15 14:50:05 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","getInfoTest"
"","621","colourLaunchPromptTest()","","Thu Jan 15 14:49:57 UTC 2026","passed","Thu Jan 15 14:49:58 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchPromptTest"
"","1508","signInTest()","","Thu Jan 15 14:50:45 UTC 2026","broken","Thu Jan 15 14:50:47 UTC 2026","","ui.Selen","ui.Selen","signInTest"
"","972","Невозможность включения двух чекбоксов радио","","Thu Jan 15 14:51:52 UTC 2026","passed","Thu Jan 15 14:51:52 UTC 2026","","ui.WebFormTests","ui.WebFormTests","bothRadioCheckboxTest"
"XPath Locators","521","XPath: Parent","","Thu Jan 15 14:50:14 UTC 2026","passed","Thu Jan 15 14:50:14 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathParentLocator"
"","4707","Отправка формы. Поле пароль с длинным текстом","","Thu Jan 15 14:51:23 UTC 2026","passed","Thu Jan 15 14:51:27 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordLongTextTest"
"XPath Locators","522","XPath: Index (Nth element with smth)","","Thu Jan 15 14:50:28 UTC 2026","passed","Thu Jan 15 14:50:29 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexNthElementLocator"
"CSS Locators","507","CSS Locators: Tag","","Thu Jan 15 14:50:23 UTC 2026","passed","Thu Jan 15 14:50:23 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagLocator"
"","1243","Работа с наведением мыши","","Thu Jan 15 14:49:51 UTC 2026","passed","Thu Jan 15 14:49:53 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseMoveTest"
"XPath Locators","501","XPath: Tag","","Thu Jan 15 14:50:15 UTC 2026","passed","Thu Jan 15 14:50:16 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathTagLocator"
"CSS Locators","491","CSS Locators: Nth-Child","","Thu Jan 15 14:50:29 UTC 2026","passed","Thu Jan 15 14:50:29 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssNthChildLocator"
"XPath Locators","496","XPath: Smth And Smth","","Thu Jan 15 14:50:13 UTC 2026","passed","Thu Jan 15 14:50:13 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathSmthAndSmthLocator"
"Base Locators","503","Base Locators: Name","","Thu Jan 15 14:50:12 UTC 2026","passed","Thu Jan 15 14:50:13 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseNameLocator"
"","1700","saveChangesLaunchModalTest()","","Thu Jan 15 14:50:01 UTC 2026","passed","Thu Jan 15 14:50:02 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","saveChangesLaunchModalTest"
"","687","acceptLaunchPromptTest()","","Thu Jan 15 14:49:57 UTC 2026","passed","Thu Jan 15 14:49:57 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","acceptLaunchPromptTest"
