"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","337","Проверка скролла текстовой области","","Wed Jan 14 19:22:58 UTC 2026","broken","Wed Jan 14 19:22:58 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaScrollTest"
"","996","openWindowsTest()","","Wed Jan 14 19:22:49 UTC 2026","passed","Wed Jan 14 19:22:50 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest","openWindowsTest"
"","348","Отправка формы с включенным чек-боксом Checked","","Wed Jan 14 19:23:02 UTC 2026","broken","Wed Jan 14 19:23:02 UTC 2026","","ui.WebFormTests","ui.WebFormTests","checkedIsDisabledTest"
"","336","shadowTest()","","Wed Jan 14 19:22:54 UTC 2026","broken","Wed Jan 14 19:22:54 UTC 2026","","ui.ShadowDOMTest","ui.ShadowDOMTest","shadowTest"
"","339","Отправка формы. Поле пароль с длинным текстом","","Wed Jan 14 19:22:57 UTC 2026","broken","Wed Jan 14 19:22:57 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordNullTest"
"CSS Locators","344","CSS Locators: Name","","Wed Jan 14 19:22:44 UTC 2026","broken","Wed Jan 14 19:22:45 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssNameLocator"
"","362","Получение данных элемента","","Wed Jan 14 19:22:29 UTC 2026","broken","Wed Jan 14 19:22:30 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","getInfoTest"
"","327","Отправка формы с включенным чек-боксом Checked","","Wed Jan 14 19:23:02 UTC 2026","broken","Wed Jan 14 19:23:03 UTC 2026","","ui.WebFormTests","ui.WebFormTests","checkedIsEnabledTest"
"","338","Отправка формы. Поле текстовое макс длина","","Wed Jan 14 19:22:57 UTC 2026","broken","Wed Jan 14 19:22:57 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaMaxLengthTest"
"","335","sessionStorageDeleteTest()","","Wed Jan 14 19:23:04 UTC 2026","broken","Wed Jan 14 19:23:05 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","sessionStorageDeleteTest"
"","1934","Работа с мышью","","Wed Jan 14 19:22:21 UTC 2026","broken","Wed Jan 14 19:22:23 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseClickTests"
"CSS Locators","347","CSS Locators: Class + Class","","Wed Jan 14 19:22:44 UTC 2026","broken","Wed Jan 14 19:22:44 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssClassAndClassLocator"
"CSS Locators","350","CSS Locators: Suffix","","Wed Jan 14 19:22:31 UTC 2026","broken","Wed Jan 14 19:22:32 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssSuffixLocator"
"XPath Locators","356","XPath: Относительный путь","","Wed Jan 14 19:22:40 UTC 2026","broken","Wed Jan 14 19:22:41 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathLocator"
"CSS Locators","338","CSS Locators: Exact Match","","Wed Jan 14 19:22:33 UTC 2026","broken","Wed Jan 14 19:22:33 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssExactMatchLocator"
"","336","localStorageSetSeveralItemTest()","","Wed Jan 14 19:23:03 UTC 2026","broken","Wed Jan 14 19:23:04 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","localStorageSetSeveralItemTest"
"","335","Невозможность включения двух чекбоксов радио","","Wed Jan 14 19:23:03 UTC 2026","broken","Wed Jan 14 19:23:03 UTC 2026","","ui.WebFormTests","ui.WebFormTests","bothRadioCheckboxTest"
"","388","colourLaunchConfirmTest()","","Wed Jan 14 19:22:25 UTC 2026","broken","Wed Jan 14 19:22:25 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchConfirmTest"
"","347","Отправка формы (SubmitButton)","","Wed Jan 14 19:22:30 UTC 2026","broken","Wed Jan 14 19:22:30 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","submitWebFormWitTextTest"
"","387","Изменение цвета в Color picker","","Wed Jan 14 19:23:03 UTC 2026","broken","Wed Jan 14 19:23:03 UTC 2026","","ui.WebFormTests","ui.WebFormTests","changeColorTest"
"","334","Невозможность ввести текст/знаки в readonly поле","","Wed Jan 14 19:23:01 UTC 2026","broken","Wed Jan 14 19:23:01 UTC 2026","","ui.WebFormTests","ui.WebFormTests","readonlyInputTest"
"","342","Очищение поля Text input(Clear text)","","Wed Jan 14 19:22:30 UTC 2026","broken","Wed Jan 14 19:22:30 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","clearTextTest"
"","2175","openAllLinks()","","Wed Jan 14 19:22:47 UTC 2026","broken","Wed Jan 14 19:22:49 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest","openAllLinks"
"XPath Locators","357","XPath: Close Parent","","Wed Jan 14 19:22:38 UTC 2026","broken","Wed Jan 14 19:22:38 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathCloseParentLocator"
"","351","Отображение главной страницы","","Wed Jan 14 19:22:47 UTC 2026","broken","Wed Jan 14 19:22:47 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","deFaultDisplayTest"
"XPath Locators","331","XPath: Following-sibling","","Wed Jan 14 19:22:42 UTC 2026","broken","Wed Jan 14 19:22:42 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathFollowingSiblingLocator"
"Base Locators","357","Base Locators: Partial Link Text","","Wed Jan 14 19:22:33 UTC 2026","broken","Wed Jan 14 19:22:33 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","partialLinkTextLocator"
"","343","Проверка копирования текста из readonly","","Wed Jan 14 19:22:59 UTC 2026","broken","Wed Jan 14 19:23:00 UTC 2026","","ui.WebFormTests","ui.WebFormTests","copyReadonlyTest"
"XPath Locators","347","XPath: Parent","","Wed Jan 14 19:22:35 UTC 2026","broken","Wed Jan 14 19:22:35 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathParentLocator"
"","370","launchAlertAcceptanceTest()","","Wed Jan 14 19:22:27 UTC 2026","broken","Wed Jan 14 19:22:28 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","launchAlertAcceptanceTest"
"XPath Locators","333","XPath: Ancestors of the current node","","Wed Jan 14 19:22:39 UTC 2026","broken","Wed Jan 14 19:22:40 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAncestorOfTheCurrentNodeLocator"
"","365","Загрузка файла","","Wed Jan 14 19:22:31 UTC 2026","broken","Wed Jan 14 19:22:31 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","fileUploadTest"
"XPath Locators","346","XPath: Index (first element)","","Wed Jan 14 19:22:41 UTC 2026","broken","Wed Jan 14 19:22:42 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexFirstElementLocator"
"","342","Проверка dropdown (datalist)","","Wed Jan 14 19:22:58 UTC 2026","broken","Wed Jan 14 19:22:58 UTC 2026","","ui.WebFormTests","ui.WebFormTests","dropdownDataListTest"
"","369","closeLaunchModalTest()","","Wed Jan 14 19:22:27 UTC 2026","broken","Wed Jan 14 19:22:27 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","closeLaunchModalTest"
"CSS Locators","345","CSS Locators: Nth-Child","","Wed Jan 14 19:22:45 UTC 2026","broken","Wed Jan 14 19:22:45 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssNthChildLocator"
"XPath Locators","352","XPath: Text","","Wed Jan 14 19:22:40 UTC 2026","broken","Wed Jan 14 19:22:40 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathTextLocator"
"","362","saveChangesLaunchModalTest()","","Wed Jan 14 19:22:28 UTC 2026","broken","Wed Jan 14 19:22:29 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","saveChangesLaunchModalTest"
"","387","colourLaunchPromptTest()","","Wed Jan 14 19:22:27 UTC 2026","broken","Wed Jan 14 19:22:27 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchPromptTest"
"","353","Отправка формы с датой","","Wed Jan 14 19:22:59 UTC 2026","broken","Wed Jan 14 19:22:59 UTC 2026","","ui.WebFormTests","ui.WebFormTests","datePickerTest2"
"","378","dismissLaunchConfirmTest()","","Wed Jan 14 19:22:25 UTC 2026","broken","Wed Jan 14 19:22:26 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","dismissLaunchConfirmTest"
"","341","Получение последней страницы перед Next","","Wed Jan 14 19:22:45 UTC 2026","broken","Wed Jan 14 19:22:46 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","lastNumberBeforeTest"
"","370","textIframeIsDisplayedTest()","","Wed Jan 14 19:22:29 UTC 2026","broken","Wed Jan 14 19:22:29 UTC 2026","","ui.IframesPageTests","ui.IframesPageTests","textIframeIsDisplayedTest"
"","362","colourLaunchModalTest()","","Wed Jan 14 19:22:26 UTC 2026","broken","Wed Jan 14 19:22:26 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchModalTest"
"XPath Locators","347","XPath: Contains Text","","Wed Jan 14 19:22:41 UTC 2026","broken","Wed Jan 14 19:22:41 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathContainsTextLocator"
"Base Locators","358","Base Locators: Class name","","Wed Jan 14 19:22:43 UTC 2026","broken","Wed Jan 14 19:22:44 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseClassNameLocator"
"","361","acceptLaunchConfirmTest()","","Wed Jan 14 19:22:26 UTC 2026","broken","Wed Jan 14 19:22:26 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","acceptLaunchConfirmTest"
"XPath Locators","376","XPath: Index (last element)","","Wed Jan 14 19:22:40 UTC 2026","broken","Wed Jan 14 19:22:40 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexLastElementLocator"
"","346","Отправка формы. Поле пароль со знаками и разной высоты текстом","","Wed Jan 14 19:22:57 UTC 2026","broken","Wed Jan 14 19:22:58 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordPasteTest"
"","347","Отправка формы с выбранным значением Example range","","Wed Jan 14 19:23:01 UTC 2026","broken","Wed Jan 14 19:23:02 UTC 2026","","ui.WebFormTests","ui.WebFormTests","exampleRangeTest"
"","350","Отправка формы. Поле текста 100 предложений","","Wed Jan 14 19:23:00 UTC 2026","broken","Wed Jan 14 19:23:00 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textInput100Test"
"","414","Отправка формы. Поле текстовое со скролом","","Wed Jan 14 19:22:56 UTC 2026","broken","Wed Jan 14 19:22:56 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaTest"
