"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","481","openHomePageTest()","","Wed Jan 14 16:33:14 UTC 2026","passed","Wed Jan 14 16:33:15 UTC 2026","","ui.Selen","ui.Selen","openHomePageTest"
"CSS Locators","362","CSS Locators: Prefix","","Wed Jan 14 16:33:01 UTC 2026","broken","Wed Jan 14 16:33:01 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssPrefixLocator"
"CSS Locators","356","CSS Locators: Tag + ID","","Wed Jan 14 16:33:05 UTC 2026","broken","Wed Jan 14 16:33:05 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndIdLocator"
"","1491","openLoginPageTest()","","Wed Jan 14 16:33:15 UTC 2026","broken","Wed Jan 14 16:33:16 UTC 2026","","ui.Selen","ui.Selen","openLoginPageTest"
"","382","acceptLaunchPromptTest()","","Wed Jan 14 16:32:49 UTC 2026","broken","Wed Jan 14 16:32:49 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","acceptLaunchPromptTest"
"XPath Locators","362","XPath: Index (last element)","","Wed Jan 14 16:33:03 UTC 2026","broken","Wed Jan 14 16:33:03 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexLastElementLocator"
"","384","colourLaunchConfirmTest()","","Wed Jan 14 16:32:47 UTC 2026","broken","Wed Jan 14 16:32:48 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchConfirmTest"
"Base Locators","345","Base Locators: Name","","Wed Jan 14 16:32:56 UTC 2026","broken","Wed Jan 14 16:32:57 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseNameLocator"
"","344","loadingImagesFluentWaitTest()","","Wed Jan 14 16:33:17 UTC 2026","broken","Wed Jan 14 16:33:17 UTC 2026","","ui.WaitTests","ui.WaitTests","loadingImagesFluentWaitTest"
"","332","Невозможность включения двух чекбоксов радио","","Wed Jan 14 16:33:26 UTC 2026","broken","Wed Jan 14 16:33:26 UTC 2026","","ui.WebFormTests","ui.WebFormTests","bothRadioCheckboxTest"
"","1868","Работа с мышью","","Wed Jan 14 16:32:44 UTC 2026","broken","Wed Jan 14 16:32:46 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseClickTests"
"","359","Загрузка файла","","Wed Jan 14 16:32:53 UTC 2026","broken","Wed Jan 14 16:32:54 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","fileUploadTest"
"","355","Отправка формы с датой","","Wed Jan 14 16:33:23 UTC 2026","broken","Wed Jan 14 16:33:23 UTC 2026","","ui.WebFormTests","ui.WebFormTests","datePickerTest"
"","365","Получение последней страницы перед Next","","Wed Jan 14 16:33:08 UTC 2026","broken","Wed Jan 14 16:33:08 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","lastNumberBeforeTest"
"","340","Проверка скролла текстовой области","","Wed Jan 14 16:33:21 UTC 2026","broken","Wed Jan 14 16:33:21 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaScrollTest"
"CSS Locators","346","CSS Locators: Suffix","","Wed Jan 14 16:32:54 UTC 2026","broken","Wed Jan 14 16:32:54 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssSuffixLocator"
"","346","Проверка копирования текста из readonly","","Wed Jan 14 16:33:22 UTC 2026","broken","Wed Jan 14 16:33:22 UTC 2026","","ui.WebFormTests","ui.WebFormTests","copyReadonlyTest"
"CSS Locators","340","CSS Locators: Name","","Wed Jan 14 16:33:07 UTC 2026","broken","Wed Jan 14 16:33:07 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssNameLocator"
"","1093","openWindowsTest()","","Wed Jan 14 16:33:12 UTC 2026","passed","Wed Jan 14 16:33:13 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest","openWindowsTest"
"","357","Отправка формы с включенным чек-боксом Checked","","Wed Jan 14 16:33:25 UTC 2026","broken","Wed Jan 14 16:33:25 UTC 2026","","ui.WebFormTests","ui.WebFormTests","checkedIsDisabledTest"
"","386","sessionStorageDeleteTest()","","Wed Jan 14 16:33:27 UTC 2026","broken","Wed Jan 14 16:33:27 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","sessionStorageDeleteTest"
"","369","dismissLaunchPromptTest()","","Wed Jan 14 16:32:50 UTC 2026","broken","Wed Jan 14 16:32:51 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","dismissLaunchPromptTest"
"","370","launchAlertAcceptanceTest()","","Wed Jan 14 16:32:50 UTC 2026","broken","Wed Jan 14 16:32:50 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","launchAlertAcceptanceTest"
"CSS Locators","352","CSS Locators: Class + Class","","Wed Jan 14 16:33:07 UTC 2026","broken","Wed Jan 14 16:33:07 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssClassAndClassLocator"
"CSS Locators","354","CSS Locators: Exact Match","","Wed Jan 14 16:32:55 UTC 2026","broken","Wed Jan 14 16:32:56 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssExactMatchLocator"
"","359","Выбор и отмена элемента (select/deselect)","","Wed Jan 14 16:32:53 UTC 2026","broken","Wed Jan 14 16:32:53 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","selectFromListTest"
"XPath Locators","358","XPath: Attribute","","Wed Jan 14 16:33:00 UTC 2026","broken","Wed Jan 14 16:33:00 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAttributeLocator"
"","344","Изменение цвета в Color picker","","Wed Jan 14 16:33:25 UTC 2026","broken","Wed Jan 14 16:33:26 UTC 2026","","ui.WebFormTests","ui.WebFormTests","changeColorTest"
"","369","textIframeIsDisplayedTest()","","Wed Jan 14 16:32:51 UTC 2026","broken","Wed Jan 14 16:32:51 UTC 2026","","ui.IframesPageTests","ui.IframesPageTests","textIframeIsDisplayedTest"
"XPath Locators","360","XPath: Not Smth","","Wed Jan 14 16:32:54 UTC 2026","broken","Wed Jan 14 16:32:55 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathNotSmthLocator"
"CSS Locators","364","CSS Locators: Tag + Attribute","","Wed Jan 14 16:33:00 UTC 2026","broken","Wed Jan 14 16:33:00 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndAttributeLocator"
"CSS Locators","345","CSS Locators: Tag","","Wed Jan 14 16:33:03 UTC 2026","broken","Wed Jan 14 16:33:04 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagLocator"
"","376","acceptLaunchConfirmTest()","","Wed Jan 14 16:32:48 UTC 2026","broken","Wed Jan 14 16:32:48 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","acceptLaunchConfirmTest"
"","466","Отправка формы. Поле текстовое со скролом","","Wed Jan 14 16:33:18 UTC 2026","broken","Wed Jan 14 16:33:19 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaTest"
"","353","Возврат на главную страницу","","Wed Jan 14 16:33:09 UTC 2026","broken","Wed Jan 14 16:33:10 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","returnToHomePageTest"
"CSS Locators","353","CSS Locators: Tag + Class","","Wed Jan 14 16:33:05 UTC 2026","broken","Wed Jan 14 16:33:06 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndClassLocator"
"XPath Locators","365","XPath: Normalize-space","","Wed Jan 14 16:33:06 UTC 2026","broken","Wed Jan 14 16:33:06 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathNormalizeSpaceLocator"
"","402","Перетаскивание элемента","","Wed Jan 14 16:32:46 UTC 2026","broken","Wed Jan 14 16:32:46 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIDragAndDropTest"
"","349","Количество страниц","","Wed Jan 14 16:33:09 UTC 2026","broken","Wed Jan 14 16:33:09 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","numberOfPagesTest"
"","366","Отправка формы с включенным чек-боксом Checked","","Wed Jan 14 16:33:25 UTC 2026","broken","Wed Jan 14 16:33:25 UTC 2026","","ui.WebFormTests","ui.WebFormTests","checkedIsEnabledTest"
"","372","Получение данных элемента","","Wed Jan 14 16:32:52 UTC 2026","broken","Wed Jan 14 16:32:52 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","getInfoTest"
"","1487","signInTest()","","Wed Jan 14 16:33:13 UTC 2026","broken","Wed Jan 14 16:33:14 UTC 2026","","ui.Selen","ui.Selen","signInTest"
"XPath Locators","355","XPath: Any Parent","","Wed Jan 14 16:33:02 UTC 2026","broken","Wed Jan 14 16:33:02 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathParentOrSelfLocator"
"XPath Locators","370","XPath: Parent","","Wed Jan 14 16:32:57 UTC 2026","broken","Wed Jan 14 16:32:58 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathParentLocator"
"","1964","openAllLinks()","","Wed Jan 14 16:33:10 UTC 2026","broken","Wed Jan 14 16:33:12 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest","openAllLinks"
"","348","localStorageSetSeveralItemTest()","","Wed Jan 14 16:33:26 UTC 2026","broken","Wed Jan 14 16:33:26 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","localStorageSetSeveralItemTest"
"XPath Locators","362","XPath: Contains Text","","Wed Jan 14 16:33:04 UTC 2026","broken","Wed Jan 14 16:33:04 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathContainsTextLocator"
"","356","Отправка формы. Поле пароль со знаками и разной высоты текстом","","Wed Jan 14 16:33:24 UTC 2026","broken","Wed Jan 14 16:33:25 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordSignsTest"
"CSS Locators","356","CSS Locators: Child","","Wed Jan 14 16:32:56 UTC 2026","broken","Wed Jan 14 16:32:56 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssChildLocator"
"","360","Невозможность ввести текст/знаки в заблокированное поле","","Wed Jan 14 16:33:19 UTC 2026","broken","Wed Jan 14 16:33:19 UTC 2026","","ui.WebFormTests","ui.WebFormTests","disabledInputTest"
"","362","saveChangesLaunchModalTest()","","Wed Jan 14 16:32:51 UTC 2026","broken","Wed Jan 14 16:32:51 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","saveChangesLaunchModalTest"
"XPath Locators","349","XPath: Close Parent","","Wed Jan 14 16:33:00 UTC 2026","broken","Wed Jan 14 16:33:01 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathCloseParentLocator"
"","352","Отправка формы. Поле пароль с длинным текстом","","Wed Jan 14 16:33:20 UTC 2026","broken","Wed Jan 14 16:33:20 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordNullTest"
"","361","loadingImagesExplicitWaitTest()","","Wed Jan 14 16:33:18 UTC 2026","broken","Wed Jan 14 16:33:18 UTC 2026","","ui.WaitTests","ui.WaitTests","loadingImagesExplicitWaitTest"
"","376","Работа с наведением мыши","","Wed Jan 14 16:32:46 UTC 2026","broken","Wed Jan 14 16:32:47 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseMoveTest"
"XPath Locators","359","XPath: Ancestors of the current node","","Wed Jan 14 16:33:02 UTC 2026","broken","Wed Jan 14 16:33:02 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAncestorOfTheCurrentNodeLocator"
"","347","Отправка формы c пустой текстовой областью","","Wed Jan 14 16:33:23 UTC 2026","broken","Wed Jan 14 16:33:23 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaNullTest"
"","330","localStorageSetItemTest()","","Wed Jan 14 16:33:26 UTC 2026","broken","Wed Jan 14 16:33:27 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","localStorageSetItemTest"
"","330","localStorageTest()","","Wed Jan 14 16:33:27 UTC 2026","broken","Wed Jan 14 16:33:28 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","localStorageTest"
"","337","sessionStorageTest()","","Wed Jan 14 16:33:28 UTC 2026","broken","Wed Jan 14 16:33:28 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","sessionStorageTest"
"CSS Locators","343","CSS Locators: ID","","Wed Jan 14 16:32:59 UTC 2026","broken","Wed Jan 14 16:33:00 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssIdLocator"
"","376","colourLaunchModalTest()","","Wed Jan 14 16:32:48 UTC 2026","broken","Wed Jan 14 16:32:49 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchModalTest"
"Base Locators","362","Base Locators: Class name","","Wed Jan 14 16:33:06 UTC 2026","broken","Wed Jan 14 16:33:07 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseClassNameLocator"
"CSS Locators","397","CSS Locators: Substring","","Wed Jan 14 16:32:58 UTC 2026","broken","Wed Jan 14 16:32:58 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssSubstringLocator"
"","329","Отправка формы. Поле пароль со знаками и разной высоты текстом","","Wed Jan 14 16:33:20 UTC 2026","broken","Wed Jan 14 16:33:20 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordPasteTest"
"","339","Отправка формы. Поле текста 100 предложений","","Wed Jan 14 16:33:22 UTC 2026","broken","Wed Jan 14 16:33:23 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textInput100Test"
"CSS Locators","354","CSS Locators: Nth-Child","","Wed Jan 14 16:33:08 UTC 2026","broken","Wed Jan 14 16:33:08 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssNthChildLocator"
"XPath Locators","362","XPath: Descendant","","Wed Jan 14 16:32:59 UTC 2026","broken","Wed Jan 14 16:32:59 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathDescendantLocator"
"","356","shadowTest()","","Wed Jan 14 16:33:16 UTC 2026","broken","Wed Jan 14 16:33:17 UTC 2026","","ui.ShadowDOMTest","ui.ShadowDOMTest","shadowTest"
"","329","Отправка формы. Поле пароль с длинным текстом","","Wed Jan 14 16:33:19 UTC 2026","broken","Wed Jan 14 16:33:19 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordLongTextTest"
"CSS Locators","360","CSS Locators: Attribute","","Wed Jan 14 16:33:01 UTC 2026","broken","Wed Jan 14 16:33:01 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssAttributeLocator"
"","329","localStorageColorTest()","","Wed Jan 14 16:33:27 UTC 2026","broken","Wed Jan 14 16:33:27 UTC 2026","","ui.WebStorageTests","ui.WebStorageTests","localStorageColorTest"
"","335","Отправка формы с пустым полем текста","","Wed Jan 14 16:33:21 UTC 2026","broken","Wed Jan 14 16:33:21 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textInputNullTest"
"","328","Невозможность ввести текст/знаки в readonly поле","","Wed Jan 14 16:33:23 UTC 2026","broken","Wed Jan 14 16:33:24 UTC 2026","","ui.WebFormTests","ui.WebFormTests","readonlyInputTest"
"","349","Пагинация","","Wed Jan 14 16:33:08 UTC 2026","broken","Wed Jan 14 16:33:09 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","secondPagePaginationTests"
"","349","Отправка формы с выбранным значением Example range","","Wed Jan 14 16:33:24 UTC 2026","broken","Wed Jan 14 16:33:24 UTC 2026","","ui.WebFormTests","ui.WebFormTests","exampleRangeTest"
"","370","(Введение текста в поле Text input(SendKeys)","","Wed Jan 14 16:32:54 UTC 2026","broken","Wed Jan 14 16:32:54 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","textInputTest"
"XPath Locators","352","XPath: Index (first element)","","Wed Jan 14 16:33:04 UTC 2026","broken","Wed Jan 14 16:33:05 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexFirstElementLocator"
"Base Locators","357","Base Locators: Partial Link Text","","Wed Jan 14 16:32:55 UTC 2026","broken","Wed Jan 14 16:32:55 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","partialLinkTextLocator"
"","392","cookiesTest()","","Wed Jan 14 16:32:47 UTC 2026","broken","Wed Jan 14 16:32:47 UTC 2026","","ui.CookiesTests","ui.CookiesTests","cookiesTest"
"XPath Locators","339","XPath: Text","","Wed Jan 14 16:33:02 UTC 2026","broken","Wed Jan 14 16:33:03 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathTextLocator"
"","354","Отправка формы с датой","","Wed Jan 14 16:33:21 UTC 2026","broken","Wed Jan 14 16:33:22 UTC 2026","","ui.WebFormTests","ui.WebFormTests","datePickerTest2"
"","360","Отправка формы (SubmitButton)","","Wed Jan 14 16:32:53 UTC 2026","broken","Wed Jan 14 16:32:53 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","submitWebFormWitTextTest"
"","355","Проверка dropdown (datalist)","","Wed Jan 14 16:33:20 UTC 2026","broken","Wed Jan 14 16:33:21 UTC 2026","","ui.WebFormTests","ui.WebFormTests","dropdownDataListTest"
"","335","Отображение главной страницы","","Wed Jan 14 16:33:10 UTC 2026","broken","Wed Jan 14 16:33:10 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","deFaultDisplayTest"
"","359","slowCalcWaitTest()","","Wed Jan 14 16:33:17 UTC 2026","broken","Wed Jan 14 16:33:17 UTC 2026","","ui.SlowCalcTest","ui.SlowCalcTest","slowCalcWaitTest"
"","353","loadingImagesImplicitWaitTest()","","Wed Jan 14 16:33:17 UTC 2026","broken","Wed Jan 14 16:33:18 UTC 2026","","ui.WaitTests","ui.WaitTests","loadingImagesImplicitWaitTest"
"","361","Очищение поля Text input(Clear text)","","Wed Jan 14 16:32:52 UTC 2026","broken","Wed Jan 14 16:32:53 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","clearTextTest"
"XPath Locators","396","XPath: Tag","","Wed Jan 14 16:32:58 UTC 2026","broken","Wed Jan 14 16:32:59 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathTagLocator"
"XPath Locators","353","XPath: Child","","Wed Jan 14 16:33:01 UTC 2026","broken","Wed Jan 14 16:33:02 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathChildLocator"
"","343","Отправка формы. Поле текста со знаками","","Wed Jan 14 16:33:24 UTC 2026","broken","Wed Jan 14 16:33:24 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textInputSignsTest"
"XPath Locators","366","XPath: Descendant-or-self","","Wed Jan 14 16:32:55 UTC 2026","broken","Wed Jan 14 16:32:55 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathDescendantOrSelfLocator"
