"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","660","(Введение текста в поле Text input(SendKeys)","","Thu Jan 15 15:26:47 UTC 2026","passed","Thu Jan 15 15:26:47 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","textInputTest"
"CSS Locators","709","CSS Locators: Prefix","","Thu Jan 15 15:26:59 UTC 2026","passed","Thu Jan 15 15:26:59 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssPrefixLocator"
"","1768","saveChangesLaunchModalTest()","","Thu Jan 15 15:26:38 UTC 2026","passed","Thu Jan 15 15:26:40 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","saveChangesLaunchModalTest"
"","892","Получение последней страницы перед Next","","Thu Jan 15 15:27:11 UTC 2026","passed","Thu Jan 15 15:27:12 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","lastNumberBeforeTest"
"","683","acceptLaunchPromptTest()","","Thu Jan 15 15:26:34 UTC 2026","passed","Thu Jan 15 15:26:34 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","acceptLaunchPromptTest"
"","1247","infiniteScrollTest()","","Thu Jan 15 15:26:41 UTC 2026","passed","Thu Jan 15 15:26:42 UTC 2026","","ui.InfiniteScrollTests","ui.InfiniteScrollTests","infiniteScrollTest"
"","3303","Отправка формы. Поле текстовое со скролом","","Thu Jan 15 15:28:00 UTC 2026","passed","Thu Jan 15 15:28:03 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaTest"
"XPath Locators","581","XPath: Close Parent","","Thu Jan 15 15:26:58 UTC 2026","passed","Thu Jan 15 15:26:58 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathCloseParentLocator"
"","1132","Выбор и отмена элемента (select/deselect)","","Thu Jan 15 15:26:45 UTC 2026","passed","Thu Jan 15 15:26:46 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","selectFromListTest"
"","10177","openAllLinks()","","Thu Jan 15 15:27:15 UTC 2026","passed","Thu Jan 15 15:27:25 UTC 2026","","ui.OpenAllLinksTest","ui.OpenAllLinksTest","openAllLinks"
"XPath Locators","608","XPath: Attribute","","Thu Jan 15 15:26:57 UTC 2026","passed","Thu Jan 15 15:26:58 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathAttributeLocator"
"CSS Locators","582","CSS Locators: Attribute","","Thu Jan 15 15:26:58 UTC 2026","passed","Thu Jan 15 15:26:59 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssAttributeLocator"
"CSS Locators","591","CSS Locators: Class name","","Thu Jan 15 15:26:52 UTC 2026","passed","Thu Jan 15 15:26:53 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssClassNameLocator"
"Base Locators","590","Base Locators: Partial Link Text","","Thu Jan 15 15:26:49 UTC 2026","passed","Thu Jan 15 15:26:50 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","partialLinkTextLocator"
"","1241","Работа с наведением мыши","","Thu Jan 15 15:26:28 UTC 2026","passed","Thu Jan 15 15:26:30 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseMoveTest"
"Base Locators","584","Base Locators: Name","","Thu Jan 15 15:26:51 UTC 2026","passed","Thu Jan 15 15:26:52 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseNameLocator"
"XPath Locators","610","XPath: Smth And Smth","","Thu Jan 15 15:26:52 UTC 2026","passed","Thu Jan 15 15:26:52 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathSmthAndSmthLocator"
"","695","dismissLaunchConfirmTest()","","Thu Jan 15 15:26:32 UTC 2026","passed","Thu Jan 15 15:26:32 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","dismissLaunchConfirmTest"
"","1064","Отправка формы. Поле пароль со знаками и разной высоты текстом","","Thu Jan 15 15:28:11 UTC 2026","passed","Thu Jan 15 15:28:12 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordPasteTest"
"XPath Locators","587","XPath: Descendant","","Thu Jan 15 15:26:55 UTC 2026","passed","Thu Jan 15 15:26:56 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathDescendantLocator"
"CSS Locators","588","CSS Locators: Nth-Child","","Thu Jan 15 15:27:10 UTC 2026","passed","Thu Jan 15 15:27:11 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssNthChildLocator"
"","645","Невозможность ввести текст/знаки в readonly поле","","Thu Jan 15 15:28:24 UTC 2026","passed","Thu Jan 15 15:28:25 UTC 2026","","ui.WebFormTests","ui.WebFormTests","readonlyInputTest"
"XPath Locators","612","XPath: Contains Text","","Thu Jan 15 15:27:04 UTC 2026","passed","Thu Jan 15 15:27:04 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathContainsTextLocator"
"XPath Locators","585","XPath: Index (last element)","","Thu Jan 15 15:27:02 UTC 2026","passed","Thu Jan 15 15:27:02 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","xpathIndexLastElementLocator"
"CSS Locators","579","CSS Locators: Class + Class","","Thu Jan 15 15:27:08 UTC 2026","passed","Thu Jan 15 15:27:09 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssClassAndClassLocator"
"","3265","Работа с мышью","","Thu Jan 15 15:26:23 UTC 2026","passed","Thu Jan 15 15:26:27 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIMouseClickTests"
"Base Locators","573","Base Locators: Class name","","Thu Jan 15 15:27:08 UTC 2026","passed","Thu Jan 15 15:27:08 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","baseClassNameLocator"
"","884","Скролл страницы","","Thu Jan 15 15:26:28 UTC 2026","passed","Thu Jan 15 15:26:28 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPILongPageTest"
"","828","Получение данных элемента","","Thu Jan 15 15:26:42 UTC 2026","passed","Thu Jan 15 15:26:43 UTC 2026","","ui.InteractionsWithElementsTests","ui.InteractionsWithElementsTests","getInfoTest"
"","656","Проверка копирования текста из readonly","","Thu Jan 15 15:28:18 UTC 2026","passed","Thu Jan 15 15:28:19 UTC 2026","","ui.WebFormTests","ui.WebFormTests","copyReadonlyTest"
"","872","Отправка формы с включенным чек-боксом Checked","","Thu Jan 15 15:28:33 UTC 2026","passed","Thu Jan 15 15:28:34 UTC 2026","","ui.WebFormTests","ui.WebFormTests","checkedIsEnabledTest"
"","1095","textIframeIsDisplayedTest()","","Thu Jan 15 15:26:40 UTC 2026","passed","Thu Jan 15 15:26:41 UTC 2026","","ui.IframesPageTests","ui.IframesPageTests","textIframeIsDisplayedTest"
"","979","Отправка формы. Поле пароль с длинным текстом","","Thu Jan 15 15:28:10 UTC 2026","passed","Thu Jan 15 15:28:11 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordNullTest"
"","1001","Перетаскивание элемента","","Thu Jan 15 15:26:27 UTC 2026","passed","Thu Jan 15 15:26:28 UTC 2026","","ui.ActionApiTests","ui.ActionApiTests","actionAPIDragAndDropTest"
"","5041","Отправка формы. Поле пароль с длинным текстом","","Thu Jan 15 15:28:04 UTC 2026","passed","Thu Jan 15 15:28:09 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordLongTextTest"
"","724","colourLaunchPromptTest()","","Thu Jan 15 15:26:35 UTC 2026","passed","Thu Jan 15 15:26:35 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchPromptTest"
"","935","Отправка формы с датой","","Thu Jan 15 15:28:23 UTC 2026","passed","Thu Jan 15 15:28:24 UTC 2026","","ui.WebFormTests","ui.WebFormTests","datePickerTest"
"","1040","Отправка формы. Поле пароль со знаками и разной высоты текстом","","Thu Jan 15 15:28:31 UTC 2026","passed","Thu Jan 15 15:28:32 UTC 2026","","ui.WebFormTests","ui.WebFormTests","passwordSignsTest"
"Base Locators","586","Base Locators: Tag Name","","Thu Jan 15 15:27:07 UTC 2026","passed","Thu Jan 15 15:27:08 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","tagNameLocator"
"","691","Отображение главной страницы","","Thu Jan 15 15:27:15 UTC 2026","passed","Thu Jan 15 15:27:15 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","deFaultDisplayTest"
"","779","Возврат на главную страницу","","Thu Jan 15 15:27:14 UTC 2026","passed","Thu Jan 15 15:27:15 UTC 2026","","ui.NavigationExampleTests","ui.NavigationExampleTests","returnToHomePageTest"
"","4104","Проверка скролла текстовой области","","Thu Jan 15 15:28:13 UTC 2026","passed","Thu Jan 15 15:28:17 UTC 2026","","ui.WebFormTests","ui.WebFormTests","textAreaScrollTest"
"CSS Locators","589","CSS Locators: Tag + Attribute","","Thu Jan 15 15:26:56 UTC 2026","passed","Thu Jan 15 15:26:57 UTC 2026","","ui.LocatorTypesTests","ui.LocatorTypesTests","cssTagAndAttributeLocator"
"","754","colourLaunchConfirmTest()","","Thu Jan 15 15:26:31 UTC 2026","passed","Thu Jan 15 15:26:32 UTC 2026","","ui.DialogBoxesTest","ui.DialogBoxesTest","colourLaunchConfirmTest"
